subprefeitura|titulo|descricao|categoria
Itaim Paulista|Construção de unidades habitacionais, regularização fundiária e urbanização|Implantar ao menos 1 conjunto de residências para pessoas com deficiência e para idosos na área das prefeituras regionais de Guaianases, Itaim Paulista, São Miguel Paulista e Ermelino Matarazzo. Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento e produzir duas mil unidades habitacionais na prefeitura regional do Itaim Paulista/Vila Curuçá. Ampliar o programa de urbanização de favelas para garantir acesso a moradia adequada na prefeitura regional do Itaim Paulista/Vila Curuçá. Ampliar a aplicação do programa de regularização fundiária na prefeitura regional do Itaim Paulista/Vila Curuçá para acesso a moradia adequada.|Habitação
